Informations,Time,CO2 PS,MeOH,H2O wwtp,H2_from_AEC,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Power_to_the_grid,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Electricity consumption
 ,2056,16862.071229970305,11549.363856144046,26391.910276602557,2296.0961940644224,2296.0961940644224,0.0,24279.83959451483,18231.003780871513,0.0,0.0,2300.926784681288,-0.0,41481.05313228799,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,81256.94258019533,-0.0,0.0,0.0,-1.5751610542218642e-11,164672.75081384482,122737.99571248332
 ,2057,18318.625835927207,12547.003997210415,28671.657405476144,2494.4341942764245,2494.4341942764245,0.0,26377.14494395662,19805.80750255481,0.0,0.0,2300.926784681288,-0.0,22187.54004750288,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,111152.62846704914,-0.0,0.0,0.0,-5.437521777869398e-11,164672.75081384482,133340.168514552
 ,2058,21264.65624674596,14564.83304571641,33282.678745267265,2895.593050838252,2895.5930508382526,0.0,30619.159156784015,22991.008823655724,0.0,0.0,2300.926784681288,-0.0,5305.7160983159065,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,149478.42943426903,0.0,0.0,0.0,-1.7053025658242404e-12,164672.75081384482,154784.14553258492
 ,2059,24557.10248012058,16819.93320556204,38435.897729855446,3343.9231024974233,3343.9231024974233,0.0,35359.98045504875,26550.749433829544,0.0,0.0,2300.926784681288,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,178749.66235220683,0.0,0.0,0.0,-1.2385881793881325e-11,164672.75081384482,178749.66235220683
 ,2060,26637.485834331666,18244.853311186074,41692.03928426241,3627.2074177308295,3627.2074177308295,0.0,38355.54211805289,28800.026896782787,0.0,0.0,2300.926784681288,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,193892.64684841997,-0.0,0.0,0.0,2.6477066153586892e-12,164672.75081384482,193892.64684841997
 ,2061,28439.054924576318,19478.80474286049,44511.79073343957,3872.5257938092427,3872.5257938092427,0.0,40949.63675405645,30747.854802845388,0.0,0.0,2300.926784681288,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,207006.1591956561,-0.0,0.0,0.0,-1.9102380496118906e-11,164672.75081384482,207006.15919565607
 ,2062,30819.699793828182,21109.383420430262,48237.8908627094,4196.696505055717,4196.696505055718,0.0,44377.54752306118,33321.7702501424,0.0,0.0,2300.926784681288,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,224334.72908307528,-0.0,0.0,0.0,-5.875814454875102e-11,164672.75081384482,224334.72908307525
 ,2063,31766.93453357302,21758.174338063713,50803.585346078544,4419.911925108833,4325.680782915251,0.0,46415.608462111915,35094.10068536414,94.23114219358324,0.0,2395.1579268748715,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,235939.14675543108,-0.0,0.0,0.0,-9.05605415219294e-11,164672.75081384482,235939.146755431
 ,2064,31766.93453357302,21758.174338063713,51910.60594918429,4516.222717579033,4325.680782915251,0.0,47104.615871443726,35858.80837757752,190.5419346637824,0.0,2585.6998615386537,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,240752.63839082528,-0.0,0.0,0.0,-3.703797502614754e-11,164672.75081384482,240752.63839082525
 ,2065,31766.93453357302,21758.174338063713,52395.301456490044,4558.391226714633,4325.680782915251,0.0,47406.28938579981,36193.62634011419,232.7104437993833,0.0,2818.4103053380372,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,242860.1671609168,-0.0,0.0,0.0,-6.991740519879386e-11,164672.75081384482,242860.16716091675
 ,2066,31766.93453357302,21758.174338063713,52628.673367415046,4578.694582965109,4325.680782915251,0.0,47551.539596415714,36354.834988742965,253.01380004985788,0.0,3071.424105387895,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,243874.90323540533,-0.0,0.0,0.0,-5.280454436280324e-11,164672.75081384482,243874.90323540528
 ,2067,31766.93453357302,21758.174338063713,51629.36287704391,4491.75457030282,4325.680782915251,0.0,46929.5707458297,35664.531288204395,166.07378738756927,0.0,3237.497892775464,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,239529.7513266981,-0.0,0.0,0.0,-4.897509298691722e-11,164672.75081384482,239529.75132669808
 ,2068,31766.93453357302,21758.174338063713,50971.13441033239,4434.488693698918,4325.680782915251,0.0,46519.89066460538,35209.84022796941,108.80791078366745,0.0,3346.3058035591316,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,236667.6752191664,-0.0,0.0,0.0,-3.193702612311187e-11,164672.75081384482,236667.67521916638
 ,2069,31766.93453357302,21758.174338063713,50420.61605635549,4386.593596902927,4325.680782915251,0.0,46177.249142126864,34829.55315940924,60.9128139876772,0.0,3407.2186175468087,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,234273.93883832172,-0.0,0.0,0.0,0.0,164672.75081384482,234273.93883832172
 ,2070,31766.93453357302,21758.174338063713,50079.53403269588,4356.919460844541,4325.680782915251,0.0,45964.96037276518,34593.94051910566,31.238677929291075,0.0,3438.4572954760997,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,232790.86303714622,-0.0,0.0,0.0,-6.260255471907409e-11,164672.75081384482,232790.86303714616
 ,2071,31766.93453357302,21758.174338063713,51831.83368210447,4509.369530343089,4325.680782915251,0.0,47055.58816995778,35804.39407092413,183.68874742783782,0.0,3622.1460429039375,-0.0,10611.432196631813,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,229798.69256109034,-0.0,0.0,0.0,-6.130113960305033e-11,164672.75081384482,240410.1247577221
 ,2072,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,3902.7515834993105,-0.0,50163.13402044129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,231750.10808895287,0.0,36659.338567632716,0.0,0.0,164672.75081384482,245253.90354176145
 ,2073,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,4183.357124094684,-0.0,109008.3489290359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,232999.01402678486,0.0,96753.45941405933,-0.0,0.0,164672.75081384482,245253.90354176145
 ,2074,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,4463.962664690057,-0.0,194382.14432921004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,230527.22102482567,0.0,179655.46181227427,0.0,0.0,164672.75081384482,245253.90354176145
 ,2075,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,4744.56820528543,-0.0,274450.22363106825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,201438.12022282172,0.0,230634.4403121285,-0.0,0.0,164672.75081384482,245253.90354176145
 ,2076,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,5025.173745880803,-0.0,316895.9524175955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,209035.63134463312,0.0,280677.68022046715,0.0,-0.0,164672.75081384482,245253.90354176145
 ,2077,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,5305.779286476176,-0.0,310143.2228379207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,203493.6112455036,0.0,268382.93054166285,0.0,-0.0,164672.75081384482,245253.90354176145
 ,2078,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,5586.384827071549,-0.0,300014.12846840854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,204716.49830963076,0.0,259476.72323627787,0.0,0.0,164672.75081384482,245253.90354176145
 ,2079,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,5866.990367666922,-0.0,296637.76367857115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,215462.29314972702,0.0,250470.14353056325,15596.199767593818,0.0,180268.95058143864,246033.71353014113
 ,2080,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,6147.595908262295,-0.0,243098.26486829243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,238879.27948407727,0.0,0.0,225451.08648629356,0.0,405720.0370677322,256526.45786607612
 ,2081,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,6428.201448857668,-0.0,147595.3750986061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,245331.960162876,0.0,0.0,140641.3635425911,0.0,546361.4006103233,252285.971718891
 ,2082,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,6708.806989453041,-0.0,58362.877081474966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,0.0,57417.40355774543,0.0,603778.8041680687,248124.7737196487
 ,2083,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,6989.412530048414,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,0.0,1833.7110991978434,0.0,605612.5152672665,245345.58909672135
 ,2084,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,7270.018070643787,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,0.0,1833.7110991978434,0.0,607446.2263664644,245345.58909672135
 ,2085,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,7550.62361123916,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,0.0,1833.7110991978434,0.0,609279.9374656623,245345.58909672135
 ,2086,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,7831.229151834533,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,0.0,1833.7110991978434,0.0,611113.6485648601,245345.58909672135
 ,2087,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,8111.834692429906,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,245956.413131792,0.0,0.0,669.056752410068,0.0,611782.7053172701,245287.35637938196
 ,2088,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,8392.440233025278,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,0.0,1833.7110991978434,0.0,613616.416416468,245345.58909672135
 ,2089,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,8673.045773620652,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,0.0,1833.7110991978434,0.0,615450.1275156658,245345.58909672135
 ,2090,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,8953.651314216026,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,0.0,1833.7110991978434,0.0,617283.8386148637,245345.58909672135
 ,2091,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,9234.2568548114,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,0.0,1833.7110991978434,0.0,619117.5497140615,245345.58909672135
 ,2092,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,9514.862395406773,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,0.0,1833.7110991978434,0.0,620951.2608132594,245345.58909672135
 ,2093,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,9795.467936002147,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,0.0,1833.7110991978434,0.0,622784.9719124573,245345.58909672135
 ,2094,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,10076.073476597521,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,0.0,1833.7110991978434,0.0,624618.6830116551,245345.58909672135
 ,2095,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,10356.679017192895,-0.0,2894.026962717767,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,0.0,4589.927254167146,0.0,629208.6102658223,245483.3999044698
 ,2096,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,10637.284557788269,-0.0,11093.77002375144,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,0.0,12399.2063599135,0.0,641607.8166257357,245873.8638597571
 ,2097,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,10917.890098383643,-0.0,19775.85091190474,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,0.0,20667.854824821407,0.0,662275.6714505571,246287.29628300254
 ,2098,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,11198.495638979017,-0.0,27010.91831869916,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,0.0,27558.39521224466,0.0,689834.0666628018,246631.8233023737
 ,2099,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,11479.10117957439,-0.0,33763.64789837395,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,0.0,33989.56624050637,0.0,723823.6329033081,246953.38185378676
 ,2100,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,11759.706720169765,-0.0,38104.6883424506,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,0.0,38123.89047296032,0.0,761947.5233762685,247160.09806540946
 ,2101,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,12040.312260765138,-0.0,36657.67486109171,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,0.0,36745.78239547567,0.0,798693.3057717441,247091.19266153523
 ,2102,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,12320.917801360512,-0.0,32798.9722441347,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,238358.9020099806,0.0,0.0,24670.448297479867,0.0,823363.754069224,246487.42595663544
 ,2103,31766.93453357302,21758.174338063713,49720.46876914081,4325.68078291525,4325.680782915251,0.0,45741.47887085903,34345.90541634709,0.0,0.0,12320.917801360512,-0.0,28940.26962717767,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,180128.662658563,-0.0,0.0,0.0,23327.01171124055,800036.7423579835,232395.94399698122
 ,2104,31766.93453357302,21758.174338063713,49720.46876914081,4325.68078291525,4325.680782915251,0.0,45741.47887085903,34345.90541634709,0.0,0.0,12320.917801360512,-0.0,21222.864393263626,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,105090.2308938229,-0.0,0.0,0.0,110438.41907824494,689598.3232797385,236751.51436533144
 ,2105,31766.93453357302,21758.174338063713,49720.46876914081,4325.68078291525,4325.680782915251,0.0,45741.47887085903,34345.90541634709,0.0,0.0,12320.917801360512,-0.0,8682.080888153301,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,45194.78362529596,-0.0,0.0,0.0,186687.0830504947,502911.2402292439,240563.94756394392
 ,2106,31766.93453357302,21758.174338063713,42343.09741107742,3683.849474763735,4325.680782915251,0.0,41149.81769234309,29249.76482962406,0.0,641.8313081515162,11679.086493208997,-0.0,1447.0134813588836,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15975.58845476783,-0.0,0.0,0.0,191928.83750988584,310982.40271935804,209351.43944601258
 ,2107,6353.386906714604,4351.634867612743,5294.581981046695,460.62863235106244,865.1361565830503,0.0,6254.448945816166,3657.3913408674357,0.0,404.5075242319878,11274.57896897701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5073.680372442552,-0.0,0.0,0.0,22458.632387157497,288523.77033220057,27532.31275960005
 ,2108,6353.386906714604,4351.634867612743,5294.581981046695,460.62863235106244,865.1361565830503,0.0,6254.448945816166,3657.3913408674357,0.0,404.5075242319878,10870.071444745023,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,27799.348568675974,260724.4217635246,27799.348568675974
 ,2109,6353.386906714604,4351.634867612743,5294.581981046695,460.62863235106244,865.1361565830503,0.0,6254.448945816166,3657.3913408674357,0.0,404.5075242319878,10465.563920513036,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,27799.348568675974,232925.0731948486,27799.348568675974
 ,2110,6353.386906714604,4351.634867612743,5294.581981046695,460.62863235106244,865.1361565830503,0.0,6254.448945816166,3657.3913408674357,0.0,404.5075242319878,10061.056396281048,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,27799.348568675974,205125.72462617262,27799.348568675974
 ,2111,6353.386906714604,4351.634867612743,5294.581981046695,460.62863235106244,865.1361565830503,0.0,6254.448945816166,3657.3913408674357,0.0,404.5075242319878,9656.548872049061,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,27799.348568675974,177326.37605749664,27799.348568675974
 ,2112,6353.386906714604,4351.634867612743,5294.581981046695,460.62863235106244,865.1361565830503,0.0,6254.448945816166,3657.3913408674357,0.0,404.5075242319878,9252.041347817074,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14388.43715877298,-0.0,0.0,0.0,12653.625243651784,164672.75081384482,27042.062402424763
 ,2113,31766.93453357302,21758.174338063713,8561.065944143216,744.8127371404598,4325.680782915251,0.0,20123.948871386176,5913.813132895251,0.0,3580.8680457747914,5671.173302042283,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,55628.35198093423,-0.0,0.0,0.0,0.0,164672.75081384482,55628.351980934225
 ,2114,20041.141340177386,13726.809137107799,22368.39018938511,1946.0499464765046,2728.987900021431,0.0,23256.271530326216,15451.636575023447,0.0,782.9379535449264,4888.235348497356,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,107483.96727466761,-0.0,0.0,0.0,0.0,164672.75081384482,107483.96727466761
 ,2115,31766.93453357302,21758.174338063713,28271.73328289307,2459.640795611697,4325.680782915251,0.0,32391.828801689408,19529.547917156873,0.0,1866.0399873035544,3022.195361193802,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,139721.35179495643,-0.0,0.0,0.0,0.0,164672.75081384482,139721.35179495643
 ,2116,20911.069797482585,14322.65054622095,32729.257892234982,2847.445436624443,2847.445436624443,0.0,30110.027025041512,22608.71676679808,0.0,0.0,3022.195361193802,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,152210.41117327655,-0.0,0.0,0.0,0.0,164672.75081384482,152210.41117327655
 ,2117,20753.789956270757,14214.92462758271,32483.089114925864,2826.02875299855,2826.0287529985508,0.0,29883.55844570787,22438.668298808487,0.0,0.0,3022.195361193802,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,151065.58073026387,-0.0,0.0,0.0,0.0,164672.75081384482,151065.58073026387
 ,2118,17840.538352006082,12219.546816442522,27923.37198976834,2429.3333631098453,2429.3333631098453,0.0,25688.74271486875,19288.906903092175,0.0,0.0,3022.195361193802,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,129860.19866082449,-0.0,0.0,0.0,-1.687352012499775e-11,164672.75081384482,129860.19866082448
 ,2119,14107.858627697013,9662.916868285625,22081.115304233506,1921.057031468315,1921.057031468315,0.0,20314.02547355855,15253.192829858423,0.0,0.0,3022.195361193802,-0.0,9646.756542392557,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,93043.49236848493,-0.0,0.0,0.0,-2.267005296935646e-11,164672.75081384482,102690.24891087748
 ,2120,16998.425577986145,11642.75724519599,26605.3272210324,2314.6634682298186,2314.663468229819,0.0,24476.177378449393,18378.42793774476,0.0,0.0,3022.195361193802,-0.0,49680.796193321665,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,74049.71456395643,-0.0,0.0,0.0,-3.815988460892665e-11,164672.75081384482,123730.51075727807
 ,2121,27752.812244738565,19008.775510094907,43437.70825642674,3779.0806183091263,3779.0806183091263,0.0,39961.510090248026,30005.900109374463,0.0,0.0,3022.195361193802,-0.0,139877.96986469207,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,62133.07040714264,-0.0,0.0,0.0,-3.551217799356796e-11,164672.75081384482,202011.04027183467
 ,2122,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.6055405953739,0.0,3302.800901789176,-0.0,214157.99524111478,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,44414.21741415095,-0.0,0.0,12684.10391762315,0.0,177356.85473146796,245888.10873764261
 ,2123,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.6055405953739,0.0,3583.40644238455,-0.0,280720.6153836234,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,19175.909920462364,-0.0,0.0,52040.5921545946,0.0,229397.44688606256,247855.93314949117
 ,2124,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.6055405953739,0.0,3864.0119829799237,-0.0,309660.8850108011,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9054.568049282092,-0.0,0.0,69963.38049363976,0.0,299360.82737970236,248752.07256644344
 ,2125,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.6055405953739,0.0,4144.617523575298,-0.0,301943.47977688705,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7805.6621114500795,-0.0,0.0,61424.03652054828,0.0,360784.86390025064,248325.10536778887
